name,nominations,wins
Mandy's Grandmother,1,0
Strange Fruit,1,0
Teenage Father,1,1
Hooper,1,0
Bloodbrothers,1,0
Autumn Sonata,1,0
Leo Jaffe,1,1
Frederic Forrest,1,0
Justin Henry,1,0
Sally Field,3,2
Bette Midler,2,0
Barbara Barrie,1,0
Candice Bergen,1,0
Mariel Hemingway,1,0
Alien,2,1
All That Jazz,8,4
Apocalypse Now,7,2
The China Syndrome,2,0
Star Trek - The Motion Picture,3,0
The Black Hole,2,0
Kramer vs. Kramer,5,3
1941,3,0
Agatha,1,0
Butch and Sundance: The Early Days,1,0
The Europeans,1,0
La Cage aux Folles,3,0
Breaking Away,4,1
Best Boy,1,1
Generation on the Wind,1,0
Going the Distance,1,0
The Killing Ground,1,0
The War at Home,1,0
Dae,1,0
Koryo Celadon,1,0
Nails,1,0
Paul Robeson: Tribute to an Artist,1,1
Remember Me,1,0
The Black Stallion,2,1
The Rose,2,0
The Maids of Wilko,1,0
Mama Turns a Hundred,1,0
A Simple Story,1,0
The Tin Drum,1,1
To Forget Venice,1,0
The Amityville Horror,1,0
A Little Romance,2,1
10,2,0
The Muppet Movie,2,0
The Promise,1,0
Norma Rae,3,1
Ice Castles,1,0
Dream Doll,1,0
Every Child,1,1
It's So Nice to Have a Wolf around the House,1,0
Board and Care,1,1
Bravery in the Field,1,0
"Oh Brother, My Brother",1,0
The Solar Film,1,0
Solly's Diner,1,0
The Electric Horseman,1,0
Meteor,1,0
Moonraker,1,0
...And Justice for All,1,0
Manhattan,1,0
Robert Benjamin,1,1
Ray Stark,1,1
Judd Hirsch,1,0
Timothy Hutton,1,1
Michael O'Keefe,1,0
Joe Pesci,2,1
Mary Tyler Moore,1,0
Eileen Brennan,1,0
Eva Le Gallienne,1,0
Cathy Moriarty,1,0
Diana Scarwid,1,0
Mary Steenburgen,1,1
Coal Miner's Daughter,6,0
The Elephant Man,7,0
The Empire Strikes Back,4,2
Kagemusha (The Shadow Warrior),2,0
Tess,6,3
The Blue Lagoon,1,0
The Formula,1,0
Raging Bull,5,1
My Brilliant Career,1,0
Somewhere in Time,1,0
When Time Ran Out,1,0
Ordinary People,3,3
The Stunt Man,2,0
Agee,1,0
The Day after Trinity,1,0
From Mao to Mozart: Isaac Stern in China,1,1
Front Line,1,0
The Yellow Star - The Persecution of the Jews in Europe 1933-45,1,0
Don't Mess with Bill,1,0
The Eruption of Mount St. Helens,1,0
It's the Same World,1,0
Karl Hess: Toward Liberty,1,1
Luther Metke at 94,1,0
The Competition,2,0
Fame,6,2
Confidence,1,0
The Last Metro,1,0
Moscow Does Not Believe in Tears,1,1
The Nest,1,0
Altered States,2,0
Nine to Five,1,0
Honeysuckle Rose,1,0
All Nothing,1,0
The Fly,2,2
History of the World in Three Minutes Flat,1,0
The Dollar Bottom,1,1
Fall Line,1,0
A Jury of Her Peers,1,0
Breaker Morant,1,0
Brubaker,1,0
Melvin and Howard,1,1
Mon Oncle D'Amerique,1,0
Private Benjamin,1,0
Dudley Moore,1,0
James Coco,1,0
Ian Holm,1,0
"Howard E. Rollins, Jr.",1,0
Susan Sarandon,5,1
Joan Hackett,1,0
Elizabeth McGovern,1,0
The French Lieutenant's Woman,4,0
Heaven's Gate,1,0
Ragtime,6,0
Raiders of the Lost Ark,9,5
Reds,8,2
Excalibur,1,0
On Golden Pond,7,1
Chariots of Fire,6,4
Atlantic City,3,0
Against Wind and Tide: A Cuban Odyssey,1,0
Brooklyn Bridge,1,0
Eight Minutes to Midnight: A Portrait of Dr. Helen Caldicott,1,0
El Salvador: Another Vietnam,1,0
Genocide,1,1
Americas in Transition,1,0
Close Harmony,1,1
Journey for Survival,1,0
See What I Say,1,0
Urge to Build,1,0
The Boat Is Full,1,0
Man of Iron,1,0
Mephisto,1,1
Muddy River,1,0
Three Brothers,1,0
An American Werewolf in London,1,1
Heartbeeps,1,0
Dragonslayer,2,0
Arthur,2,1
Endless Love,1,0
The Great Muppet Caper,1,0
For Your Eyes Only,1,0
Crac,1,1
The Creation,1,0
The Tender Tale of Cinderella Penguin,1,0
Couples and Robbers,1,0
First Winter,1,0
Violet,1,1
Outland,1,0
Prince of the City,1,0
Absence of Malice,1,0
Danny Kaye,1,1
Albert R. Broccoli,1,1
Joseph B. Walker,1,1
To JOHN DeMUTH for the engineering of a 24-frame video system.,1,1
Ben Kingsley,4,1
Charles Durning,2,0
"Louis Gossett, Jr.",1,1
John Lithgow,2,0
Robert Preston,1,0
Jessica Lange,6,2
Debra Winger,3,0
Glenn Close,6,0
Teri Garr,1,0
Lesley Ann Warren,1,0
Annie,2,0
Blade Runner,2,0
Gandhi,10,7
La Traviata,2,0
Victor/Victoria,4,1
Das Boot,6,0
E.T. The Extra-Terrestrial,9,4
Sophie's Choice,4,0
Tootsie,7,0
Tron,2,0
The Verdict,3,0
After the Axe,1,0
Ben's Mill,1,0
In Our Water,1,0
Just Another Missing Kid,1,1
A Portrait of Giselle,1,0
Gods of Metal,1,0
If You Love This Planet,1,1
The Klan: A Legacy of Hate in America,1,0
To Live or Let Die,1,0
Traveling Hopefully,1,0
An Officer and a Gentleman,4,1
Alsino and the Condor,1,0
Coup de Torchon ('Clean Slate'),1,0
The Flight of the Eagle,1,0
Private Life,1,0
Volver a Empezar ('To Begin Again'),1,1
Quest for Fire,1,1
Poltergeist,3,0
One from the Heart,1,0
Rocky III,1,0
Best Friends,1,0
"Yes, Giorgio",1,0
Missing,2,1
The Great Cognito,1,0
The Snowman,1,0
Tango,2,1
Ballet Robotique,1,0
A Shocking Accident,1,1
The Silence,1,0
Split Cherry Tree,1,0
Sredni Vashtar,1,0
Diner,1,0
John O. Aalberg,1,1
Tom Conti,1,0
Sam Shepard,1,0
Rip Torn,1,0
Julie Walters,2,0
Cher,2,1
Linda Hunt,1,1
Amy Irving,1,0
Alfre Woodard,1,0
Fanny & Alexander,6,4
Return of the Jedi,5,1
The Right Stuff,7,4
Terms of Endearment,7,3
Yentl,4,1
Flashdance,4,1
WarGames,3,0
Zelig,2,0
Cross Creek,2,0
Heart Like a Wheel,1,0
The Return of Martin Guerre,1,0
The Dresser,3,0
Silkwood,3,0
Tender Mercies,4,1
Children of Darkness,1,0
First Contact,1,0
He Makes Me Feel Like Dancin',1,1
The Profession of Arms,1,0
Seeing Red,1,0
Flamenco at 5:15,1,1
In the Nuclear Shadow: What Can the Children Tell Us?,1,0
Sewing Woman,1,0
Spaces: The Architecture of Paul Rudolph,1,0
You Are Free  (Ihr Zent Frei),1,0
Blue Thunder,1,0
Carmen,1,0
Entre Nous,1,0
Job's Revolt,1,0
Le Bal,1,0
Under Fire,1,0
The Sting II,1,0
Trading Places,1,0
The Big Chill,2,0
Mickey's Christmas Carol,1,0
Sound of Sunshine - Sound of Rain,1,0
Sundae in New York,1,1
Boys and Girls,1,1
Goodie-Two-Shoes,1,0
Overnight Sensation,1,0
Never Cry Wolf,1,0
Betrayal,1,0
Educating Rita,1,0
"Reuben, Reuben",1,0
M. J. Frankovich,1,1
Dr. John G. Frayne,1,1
F. Murray Abraham,1,1
Tom Hulce,1,0
Sam Waterston,1,0
Adolph Caesar,1,0
John Malkovich,2,0
Noriyuki 'Pat' Morita,1,0
Haing S. Ngor,1,1
Judy Davis,2,0
Peggy Ashcroft,1,1
Lindsay Crouse,1,0
Christine Lahti,1,0
Amadeus,9,7
The Cotton Club,2,0
The Natural,3,0
A Passage to India,9,1
2010,5,0
The Killing Fields,5,2
The River,4,1
The Bostonians,1,0
Places in the Heart,4,1
Broadway Danny Rose,2,0
High Schools,1,0
In the Name of the People,1,0
Marlene,1,0
Streetwise,1,0
The Times of Harvey Milk,1,1
The Children of Soong Ching Ling,1,0
Code Gray: Ethical Dilemmas in Nursing,1,0
The Garden of Eden,1,0
Recollections of Pavlovsk,1,0
The Stone Carvers,1,1
Romancing the Stone,1,0
Beyond the Walls,1,0
Camila,1,0
Dangerous Moves,1,1
Double Feature,1,0
Wartime Romance,1,0
"Greystoke: The Legend of Tarzan, Lord of the Apes",2,0
Indiana Jones and the Temple of Doom,2,1
Under the Volcano,1,0
The Muppets Take Manhattan,1,0
Purple Rain,1,1
Songwriter,1,0
Against All Odds,1,0
Footloose,2,0
Ghostbusters,2,0
The Woman in Red,1,1
A Soldier's Story,2,0
Doctor De Soto,1,0
Paradise,1,0
The Painted Door,1,0
Tales of Meeting and Parting,1,0
Up,6,3
Dune,1,0
Beverly Hills Cop,1,0
El Norte,1,0
Splash,1,0
David L. Wolper,1,1
Linwood G. Dunn,1,1
Harrison Ford,1,0
James Garner,1,0
William Hurt,4,1
Don Ameche,1,1
Klaus Maria Brandauer,1,0
William Hickey,1,0
Robert Loggia,1,0
Eric Roberts,1,0
Whoopi Goldberg,2,1
Margaret Avery,1,0
Anjelica Huston,3,1
Amy Madigan,1,0
Meg Tilly,1,0
Oprah Winfrey,2,1
The Color Purple,8,0
Out of Africa,9,7
Ran,4,1
Witness,7,2
Murphy's Romance,1,0
The Journey of Natty Gann,1,0
Prizzi's Honor,5,0
Kiss of the Spider Woman,3,0
Broken Rainbow,1,1
Las Madres--The Mothers of Plaza de Mayo,1,0
Soldiers in Hiding,1,0
The Statue of Liberty,1,0
Unfinished Business,1,0
The Courage to Care,1,0
Keats and His Nightingale: A Blind Date,1,0
Making Overtures--The Story of a Community Orchestra,1,0
Witness to War: Dr. Charlie Clements,1,1
The Wizard of the Strings,1,0
A Chorus Line,3,0
Runaway Train,1,0
Angry Harvest,1,0
Colonel Redl,1,0
The Official Story,2,1
Three Men and a Cradle,1,0
When Father Was Away on Business,1,0
Mask,1,1
Remo Williams: The Adventure Begins,1,0
Agnes of God,1,0
Silverado,2,0
Back to the Future,4,1
White Nights,2,1
Anna & Bella,1,1
The Big Snit,1,0
Second Class Mail,1,0
Graffiti,1,0
Molly's Pilgrim,1,1
Rainbow War,1,0
Ladyhawke,2,0
Rambo: First Blood Part II,1,0
Cocoon,1,1
Return to Oz,1,0
Young Sherlock Holmes,1,0
The Trip to Bountiful,1,0
The Purple Rose of Cairo,1,0
Charles 'Buddy' Rogers,1,1
"To John H. Whitney, Sr. for Cinematic Pioneering.",1,1
Dexter Gordon,1,0
Bob Hoskins,1,0
James Woods,2,0
Tom Berenger,1,0
Willem Dafoe,3,0
Denholm Elliott,1,0
Dennis Hopper,1,0
Marlee Matlin,1,1
Kathleen Turner,1,0
Sigourney Weaver,3,0
Tess Harper,1,0
Mary Elizabeth Mastrantonio,1,0
Dianne Wiest,3,2
Aliens,6,2
The Color of Money,2,0
Hannah and Her Sisters,5,1
The Mission,7,1
A Room with a View,6,3
Peggy Sue Got Married,2,0
Platoon,6,4
Star Trek IV: The Voyage Home,4,0
Otello,1,0
Pirates,1,0
Blue Velvet,1,0
Artie Shaw: Time Is All You've Got,1,1
Chile: Hasta Cuando?,1,0
Down and Out in America,1,1
Isaac in America: A Journey with Isaac Bashevis Singer,1,0
Witness to Apartheid,1,0
Debonair Dancers,1,0
The Masters of Disaster,1,0
Red Grooms: Sunflower in a Hothouse,1,0
Sam,1,0
"Women--for America, for the World",1,1
Top Gun,4,1
The Assault,1,1
Betty Blue,1,0
The Decline of the American Empire,1,0
My Sweet Little Village,1,0
'38',1,0
The Clan of the Cave Bear,1,0
Legend,1,0
Hoosiers,1,0
'Round Midnight,1,1
The Karate Kid Part II,1,0
That's Life,1,0
Little Shop of Horrors,2,0
An American Tail,1,0
Children of a Lesser God,2,0
"The Frog, the Dog and the Devil",1,0
A Greek Tragedy,1,1
Luxo Jr.,1,0
Exit,1,0
Love Struck,1,0
Precious Images,1,1
Poltergeist II: The Other Side,1,0
Crimes of the Heart,1,0
Stand by Me,1,0
'Crocodile' Dundee,1,0
My Beautiful Laundrette,1,0
Salvador,1,0
Steven Spielberg,1,1
Michael Douglas,1,1
Robin Williams,4,1
Albert Brooks,1,0
Sean Connery,1,1
Morgan Freeman,5,1
Denzel Washington,8,2
Holly Hunter,4,1
Sally Kirkland,1,0
Norma Aleandro,1,0
Anne Archer,1,0
Olympia Dukakis,1,1
Anne Ramsey,1,0
Ann Sothern,1,0
Empire of the Sun,6,0
Hope and Glory,5,0
The Last Emperor,9,9
Radio Days,2,0
The Untouchables,3,0
Broadcast News,4,0
Matewan,1,0
The Dead,2,0
Maurice,1,0
Fatal Attraction,4,0
Moonstruck,3,1
My Life as a Dog,2,0
Eyes on the Prize: America's Civil Rights Years/Bridge to Freedom 1965,1,0
Hellfire: A Journey from Hiroshima,1,0
Radio Bikini,1,0
A Stitch for Time,1,0
The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table,1,1
Frances Steloff: Memoirs of a Bookseller,1,0
In the Wee Wee Hours...,1,0
Language Says It All,1,0
Silver into Gold,1,0
Young at Heart,1,1
RoboCop,3,1
"Au Revoir Les Enfants (Goodbye, Children)",2,0
Babette's Feast,1,1
Course Completed,1,0
The Family,1,0
Pathfinder,1,0
Happy New Year,1,0
Harry and the Hendersons,1,1
Cry Freedom,2,0
The Witches of Eastwick,2,0
Dirty Dancing,1,1
Beverly Hills Cop II,1,0
The Princess Bride,1,0
George and Rosemary,1,0
The Man Who Planted Trees,1,1
Your Face,1,0
Making Waves,1,0
Ray's Male Heterosexual Dance Hall,1,1
Shoeshine,1,0
Lethal Weapon,1,0
Innerspace,1,1
Predator,1,0
Full Metal Jacket,1,0
Billy Wilder,1,1
Fred Hynes,1,1
Tom Hanks,5,2
Edward James Olmos,1,0
Max von Sydow,2,0
Kevin Kline,1,1
Martin Landau,3,1
River Phoenix,1,0
Dean Stockwell,1,0
Melanie Griffith,1,0
Joan Cusack,2,0
Geena Davis,2,1
Frances McDormand,5,2
Michelle Pfeiffer,3,0
Beaches,1,0
Dangerous Liaisons,5,3
Rain Man,7,3
Tucker The Man and His Dream,2,0
Who Framed Roger Rabbit,6,3
Mississippi Burning,5,1
Tequila Sunrise,1,0
The Unbearable Lightness of Being,2,0
Coming to America,2,0
A Handful of Dust,1,0
Sunset,1,0
A Fish Called Wanda,2,0
The Last Temptation of Christ,1,0
Working Girl,3,1
The Cry of Reason - Beyers Naudé: An Afrikaner Speaks Out,1,0
Hotel Terminus: The Life and Times of Klaus Barbie,1,1
Let's Get Lost,1,0
Promises to Keep,1,0
Who Killed Vincent Chin?,1,0
The Children's Storefront,1,0
Family Gathering,1,0
Gang Cops,1,0
Portrait of Imogen,1,0
You Don't Have to Die,1,1
Die Hard,4,0
Gorillas in the Mist,4,0
Hanussen,1,0
The Music Teacher,1,0
Pelle the Conqueror,1,1
Salaam Bombay!,1,0
Women on the Verge of a Nervous Breakdown,1,0
Beetlejuice,1,1
Scrooged,1,0
The Accidental Tourist,3,0
The Milagro Beanfield War,1,1
Bagdad Cafe,1,0
Buster,1,0
The Cat Came Back,1,0
Technological Threat,1,0
Tin Toy,1,1
The Appointments of Dennis Jennings,1,1
Cadillac Dreams,1,0
Gullah Tales,1,0
Bird,1,1
Willow,2,0
Little Dorrit,1,0
Big,1,0
Bull Durham,1,0
Running on Empty,1,0
To Richard Williams for the animation direction of Who Framed Roger Rabbit .,1,1
Gordon Henry Cook,1,1
Kenneth Branagh,2,0
Tom Cruise,3,0
Daniel Day Lewis,1,1
Danny Aiello,1,0
Dan Aykroyd,1,0
Pauline Collins,1,0
Jessica Tandy,2,1
Brenda Fricker,1,1
Lena Olin,1,0
Julia Roberts,4,1
The Abyss,4,1
The Adventures of Baron Munchausen,4,0
Batman,1,1
Driving Miss Daisy,6,3
Glory,4,2
Blaze,1,0
Born on the Fourth of July,7,2
The Fabulous Baker Boys,3,0
Harlem Nights,1,0
Valmont,1,0
Crimes and Misdemeanors,2,0
Dead Poets Society,3,1
My Left Foot,3,0
Adam Clayton Powell,1,0
Common Threads: Stories from the Quilt,1,1
Crack USA: County under Siege,1,0
For All Mankind,1,0
Super Chief: The Life and Legacy of Earl Warren,1,0
"Fine Food, Fine Pastries, Open 6 to 9",1,0
The Johnstown Flood,1,1
Yad Vashem: Preserving the Past to Ensure the Future,1,0
The Bear,1,0
Camille Claudel,1,0
Cinema Paradiso,1,1
Jesus of Montreal,1,0
Waltzing Regitze,1,0
What Happened to Santiago,1,0
Dad,1,0
Field of Dreams,3,0
Indiana Jones and the Last Crusade,3,1
The Little Mermaid,3,2
Chances Are,1,0
Shirley Valentine,1,0
Parenthood,1,0
Balance,1,1
The Cow,1,0
The Hill Farm,1,0
Amazon Diary,1,0
The Childeater,1,0
Work Experience,1,1
Black Rain,2,0
Lethal Weapon 2,1,0
Back to the Future Part II,1,0
"Enemies, A Love Story",1,0
Do the Right Thing,1,0
"sex, lies, and videotape",1,0
When Harry Met Sally...,1,0
Howard W. Koch,1,1
Pierre Angenieux,1,1
Kevin Costner,1,0
Gerard Depardieu,1,0
Jeremy Irons,1,1
Bruce Davison,1,0
Andy Garcia,1,0
Graham Greene,1,0
Kathy Bates,3,1
Annette Bening,4,0
Lorraine Bracco,1,0
Mary McDonnell,2,0
Cyrano de Bergerac,4,1
Dances With Wolves,9,7
Dick Tracy,6,3
"The Godfather, Part III",6,0
Avalon,4,0
Henry & June,1,0
Good Fellas,4,0
The Grifters,2,0
Reversal of Fortune,2,0
American Dream,1,1
Berkeley in the Sixties,1,0
Building Bombs,1,0
Forever Activists: Stories from the Veterans of the Abraham Lincoln Brigade,1,0
Waldo Salt: A Screenwriter's Journey,1,0
Burning Down Tomorrow,1,0
Chimps: So Like Us,1,0
Days of Waiting,1,1
Journey into Life: The World of the Unborn,1,0
Rose Kennedy: A Life to Remember,1,0
Ghost,4,1
The Hunt for Red October,3,1
Journey of Hope,1,1
Ju Dou,1,0
The Nasty Girl,1,0
Open Doors,1,0
Edward Scissorhands,1,0
Havana,1,0
Home Alone,2,0
Young Guns II,1,0
Postcards from the Edge,1,0
Awakenings,2,0
Creature Comforts,1,1
A Grand Day Out,1,0
Grasshoppers (Cavallette),1,0
Bronx Cheers,1,0
Dear Rosie,1,0
The Lunch Date,1,1
Senzeni Na? (What Have We Done?),1,0
12:01 PM,1,0
Days of Thunder,1,0
Total Recall,3,1
Flatliners,1,0
Alice,1,0
Green Card,1,0
Metropolitan,1,0
David Brown and Richard D. Zanuck,1,1
Stefan Kudelski,1,1
Anthony Hopkins,4,1
Nick Nolte,3,0
Tommy Lee Jones,4,1
Harvey Keitel,1,0
Michael Lerner,1,0
Laura Dern,2,0
Juliette Lewis,1,0
Kate Nelligan,1,0
Mercedes Ruehl,1,1
Barton Fink,2,0
Bugsy,7,2
The Fisher King,3,0
Hook,5,0
The Prince of Tides,5,0
JFK,7,2
Terminator 2: Judgment Day,6,4
Thelma & Louise,4,1
The Addams Family,1,0
Boyz N the Hood,2,0
The Silence of the Lambs,5,3
Death on the Job,1,0
Doing Time: Life inside the Big House,1,0
In the Shadow of the Stars,1,1
The Restless Conscience,1,0
Wild by Law,1,0
Birdnesters of Thailand (aka 'Shadow Hunters'),1,0
"Deadly Deception: General Electric, Nuclear Weapons and Our Environment",1,1
A Little Vicious,1,0
The Mark of the Maker,1,0
Memorial: Letters from American Soldiers,1,0
The Commitments,1,0
Children of Nature,1,0
The Elementary School,1,0
Mediterraneo,1,1
The Ox,1,0
Raise the Red Lantern,1,0
Star Trek VI The Undiscovered Country,2,0
Beauty and the Beast,8,2
Robin Hood: Prince of Thieves,1,0
Blackfly,1,0
Manipulation,1,1
Strings,1,0
Birch Street Gym,1,0
Last Breeze of Summer,1,0
Session Man,1,1
Backdraft,3,0
Europa Europa,1,0
Fried Green Tomatoes,1,0
George Lucas,1,1
Ray Harryhausen,1,1
Robert Downey Jr.,2,0
Clint Eastwood,3,1
Stephen Rea,1,0
Jaye Davidson,1,0
David Paymer,1,0
Catherine Deneuve,1,0
Emma Thompson,4,1
Joan Plowright,1,0
Miranda Richardson,2,0
Marisa Tomei,3,1
Bram Stoker's Dracula,4,3
Chaplin,2,0
Howards End,7,2
Toys,2,0
Unforgiven,7,3
Hoffa,2,0
The Lover,1,0
A River Runs through It,3,1
Enchanted April,2,0
The Crying Game,4,1
The Player,3,0
Changing Our Minds: The Story of Dr. Evelyn Hooker,1,0
Fires of Kuwait,1,0
Liberators: Fighting on Two Fronts in World War II,1,0
Music for the Movies: Bernard Herrmann,1,0
The Panama Deception,1,1
At the Edge of Conquest: The Journey of Chief Wai-Wai,1,0
Beyond Imagining: Margaret Anderson and the 'Little Review',1,0
The Colours of My Father: A Portrait of Sam Borenstein,1,0
Educating Peter,1,1
When Abortion Was Illegal: Untold Stories,1,0
Basic Instinct,2,0
A Few Good Men,3,0
Close to Eden,1,0
Daens,1,0
Indochine,1,1
A Place in the World,1,0
Schtonk!,1,0
Batman Returns,2,0
Aladdin,5,2
The Mambo Kings,1,0
The Bodyguard,2,0
Adam,1,0
Mona Lisa Descending a Staircase,1,1
"Reci, Reci, Reci... (Words, Words, Words)",1,0
The Sandman,1,0
Screen Play,1,0
Contact,2,0
Cruise Control,1,0
The Lady in Waiting,1,0
Omnibus,1,1
Swan Song,1,0
Under Siege,2,0
Alien 3,1,0
Death Becomes Her,1,1
Husbands and Wives,1,0
Lorenzo's Oil,1,0
Passion Fish,1,0
Erich Kaestner,1,1
Daniel Day-Lewis,5,2
Laurence Fishburne,1,0
Liam Neeson,1,0
Leonardo DiCaprio,5,1
Ralph Fiennes,2,0
Pete Postlethwaite,1,0
Angela Bassett,1,0
Stockard Channing,1,0
Anna Paquin,1,1
Rosie Perez,1,0
Winona Ryder,2,0
Addams Family Values,1,0
The Age of Innocence,4,1
Orlando,2,0
The Remains of the Day,6,0
Schindler's List,10,7
Farewell My Concubine,2,0
The Fugitive,6,0
The Piano,6,1
Searching for Bobby Fischer,1,0
In the Name of the Father,4,0
Short Cuts,1,0
The Broadcast Tapes of Dr. Peter,1,0
Children of Fate,1,0
For Better or for Worse,1,0
I Am a Promise: The Children of Stanton Elementary School,1,1
The War Room,1,0
Blood Ties: The Life and Work of Sally Mann,1,0
Chicks in White Satin,1,0
Defending Our Lives,1,1
In the Line of Fire,2,0
Belle Epoque,1,1
Hedd Wyn,1,0
The Scent of Green Papaya,1,0
The Wedding Banquet,1,0
Mrs. Doubtfire,1,1
Philadelphia,4,1
The Firm,1,0
Poetic Justice,1,0
Beethoven's 2nd,1,0
Sleepless in Seattle,2,0
Blindscape,1,0
The Mighty River,1,0
Small Talk,1,0
The Village,2,0
The Wrong Trousers,1,1
Black Rider (Schwarzfahrer),1,1
Down on the Waterfront,1,0
The Dutch Master,1,0
Partners,1,0
The Screw (La Vis),1,0
Cliffhanger,3,0
Geronimo: An American Legend,1,0
Jurassic Park,3,3
The Nightmare before Christmas,1,0
Shadowlands,1,0
Dave,1,0
Petro Vlahos,1,1
To PANAVISION for the Auto Panatar anamorphic photographic lens.,1,1
Nigel Hawthorne,1,0
Samuel L. Jackson,1,0
Chazz Palminteri,1,0
Gary Sinise,1,0
Rosemary Harris,1,0
Helen Mirren,4,1
Uma Thurman,1,0
Jennifer Tilly,1,0
Bullets over Broadway,4,0
Forrest Gump,11,5
Interview with the Vampire,2,0
Legends of the Fall,3,1
The Madness of King George,2,1
Red,3,0
The Shawshank Redemption,6,0
Wyatt Earp,1,0
"The Adventures of Priscilla, Queen of the Desert",1,1
Maverick,1,0
Queen Margot,1,0
Pulp Fiction,4,1
Quiz Show,3,0
Complaints of a Dutiful Daughter,1,0
D-Day Remembered,1,0
Freedom on My Mind,1,0
A Great Day in Harlem,1,0
Maya Lin: A Strong Clear Vision,1,1
Blues Highway,1,0
89mm od Europy (89mm from Europe),1,0
School of Assassins,1,0
Straight from the Heart,1,0
A Time for Justice,1,1
Hoop Dreams,1,0
Speed,3,2
Before the Rain,1,0
Burnt by the Sun,1,1
Eat Drink Man Woman,1,0
Farinelli: Il Castrato,1,0
Strawberry and Chocolate,1,0
Ed Wood,1,1
Mary Shelley's Frankenstein,1,0
The Lion King,4,2
Junior,1,0
The Paper,1,0
Four Weddings and a Funeral,2,0
The Big Story,1,0
Bob's Birthday,1,1
The Janitor,1,0
The Monk and the Fish,1,0
Triangle,1,0
Franz Kafka's It's a Wonderful Life,1,1
Kangaroo Court,1,0
On Hope,1,0
Syrup,1,0
Trevor,1,1
Clear and Present Danger,2,0
The Mask,1,0
True Lies,1,0
Nobody's Fool,1,0
Heavenly Creatures,1,0
Quincy Jones,1,1
Nicolas Cage,2,1
Sean Penn,5,2
Massimo Troisi,1,0
James Cromwell,1,0
Ed Harris,4,0
Brad Pitt,3,0
Tim Roth,1,0
Kevin Spacey,2,2
Elisabeth Shue,1,0
Sharon Stone,1,0
Joan Allen,3,0
Kathleen Quinlan,1,0
Mira Sorvino,1,1
Mare Winningham,1,0
Kate Winslet,7,1
Apollo 13,7,2
Babe,6,1
A Little Princess,2,0
Restoration,2,2
Richard III,2,0
Batman Forever,3,0
Braveheart,10,5
Sense and Sensibility,5,1
Shanghai Triad,1,0
12 Monkeys,1,0
Dead Man Walking,2,0
Leaving Las Vegas,2,0
The Postman (Il Postino),4,1
Anne Frank Remembered,1,1
The Battle over Citizen Kane,1,0
Fiddlefest--Roberta Tzavaras and Her East Harlem Violin Program,1,0
Hank Aaron: Chasing the Dream,1,0
Troublesome Creek: A Midwestern,1,0
Jim Dine: A Self-Portrait on the Walls,1,0
The Living Sea,1,0
Never Give Up: The 20th Century Odyssey of Herbert Zipper,1,0
One Survivor Remembers,1,1
The Shadow of Hate,1,0
Crimson Tide,3,0
Seven,1,0
All Things Fair,1,0
Antonia's Line,1,1
Dust of Life,1,0
O Quatrilho,1,0
The Star Maker,1,0
"My Family, Mi Familia",1,0
Roommates,1,0
Nixon,2,0
The American President,1,0
Pocahontas,2,2
Toy Story,3,0
Unstrung Heroes,1,0
Don Juan DeMarco,1,0
The Chicken from Outer Space,1,0
A Close Shave,1,1
the end,1,0
Gagarin,1,0
Runaway Brain,1,0
Brooms,1,0
Duke of Groove,1,0
Lieberman in Love,1,1
Little Surprises,1,0
Tuesday Morning Ride,1,0
Waterworld,1,0
Mighty Aphrodite,1,0
The Usual Suspects,1,1
Donald C. Rogers,1,1
Woody Harrelson,3,0
Geoffrey Rush,4,1
Billy Bob Thornton,2,0
"Cuba Gooding, Jr.",1,1
William H. Macy,1,0
Armin Mueller-Stahl,1,0
Edward Norton,3,0
Brenda Blethyn,2,0
Kristin Scott Thomas,1,0
Emily Watson,2,0
Lauren Bacall,1,0
Juliette Binoche,2,1
Barbara Hershey,1,0
Marianne Jean-Baptiste,1,0
The Birdcage,1,0
The English Patient,9,8
Evita,5,1
William Shakespeare's Romeo & Juliet,1,0
Fargo,5,1
Fly Away Home,1,0
Michael Collins,2,0
Angels and Insects,1,0
Emma,2,1
The Portrait of a Lady,1,0
The People vs. Larry Flynt,1,0
Secrets & Lies,3,0
Shine,5,0
The Line King: The Al Hirschfeld Story,1,0
Mandela,1,0
Suzanne Farrell: Elusive Muse,1,0
Tell the Truth and Run: George Seldes and the American Press,1,0
When We Were Kings,1,1
Breathing Lessons: The Life and Work of Mark O'Brien,1,1
Cosmic Voyage,1,0
An Essay on Matisse,1,0
Special Effects,1,0
The Wild Bunch: An Album in Montage,1,0
Jerry Maguire,3,0
A Chef in Love,1,0
Kolya,1,1
The Other Side of Sunday,1,0
Prisoner of the Mountains,1,0
Ridicule,1,0
Ghosts of Mississippi,1,0
The Nutty Professor,1,1
Star Trek: First Contact,1,0
Sleepers,1,0
The First Wives Club,1,0
James and the Giant Peach,1,0
The Preacher's Wife,1,0
Up Close and Personal,1,0
One Fine Day,1,0
The Mirror Has Two Faces,1,0
That Thing You Do!,1,0
Canhead,1,0
La Salla,1,0
Quest,1,1
Wat's Pig,1,0
"De Tripas, Corazon",1,0
Dear Diary,1,1
Ernst & Lyset,1,0
Esposados,1,0
Wordless,1,0
Independence Day,2,1
The Rock,1,0
Twister,2,0
Daylight,1,0
