name,nominations,wins
Britannia,1,0
The Village,1,0
Franz Kafka's It's A Wonderful Life,1,1
One Night Stand,1,0
A Small Deposit,1,0
Syrup,1,0
Kodak,1,1
Phyllis Dalton,5,2
"Ken Ralston, George Murphy, Stephen Rosenbaum, Allen Hall, Doug Chiang",1,1
"Scott Squires, Steve Williams, Tom Bertino, Jon Farhat",1,0
"Boyd Shermis, John Frazier, Ron Brinkman, Richard Hollander",1,0
"John Bruno, Thomas Fisher, Jacques Stroweis, Patrick McClung, Jamie Dixon",1,0
Hugh Grant,3,1
Tom Hanks,3,0
John Travolta,1,0
Samuel L Jackson,1,1
John Hannah,1,0
Linda Fiorentino,1,0
Irène Jacob,1,0
Uma Thurman,1,0
Kristin Scott Thomas,2,1
Charlotte Coleman,1,0
Sally Field,1,0
Quiz Show,3,1
Forrest Gump,8,1
The Joy Luck Club,1,0
Shallow Grave,1,1
Backbeat,3,1
Bhaji On The Beach,1,0
Priest,1,0
"The Adventures Of Priscilla, Queen Of The Desert",7,2
Four Weddings And A Funeral,12,5
The Lion King,3,0
Interview With The Vampire,4,2
Pulp Fiction,9,2
Little Women,6,1
Three Colours Red (Trois Couleurs: Rouge),4,0
Speed,3,2
Billy Wilder,3,2
To Live (Huozhe),1,1
The Age Of Beauty (Belle Epoque),1,0
"Eat Drink, Man Woman (Yin Shi Nan Nu)",1,0
The Mask,3,0
Mrs Doubtfire,1,0
Philadelphia,1,0
Ridley Scott & Tony Scott,1,1
Mary Shelley's Frankenstein,1,0
The Big Story,1,1
The Monk And The Fish,1,0
Pib And Pog,1,0
Stressed,1,0
Zinky Boys Go Underground,1,1
Lost Mojave,1,0
Marooned,1,0
That Sunday,1,0
"Robert Legato, Michael Kanfer, Matt Sweeney, Leslie Ekker",1,1
"Scott E Anderson, Neal Scanlan, John Cox, Chris Chitty, Charles Gibson",1,0
"Chris Corbould, Derek Meddings, Brian Smithies",1,0
"Michael McAlister, Brad C Kuehn, Robert Spurlock, Martin R Bresin",1,0
Nigel Hawthorne,1,1
Nicolas Cage,1,0
Jonathan Pryce,2,0
Massimo Troisi,1,0
Martin Landau,1,0
Nicole Kidman,2,0
Elisabeth Shue,1,0
Kate Winslet,2,2
Joan Allen,1,0
Mira Sorvino,1,0
Elizabeth Spriggs,1,0
Trainspotting,2,1
Babe,4,0
Leaving Las Vegas,3,0
The Madness Of King George,14,3
The Postman (Il Postino),4,2
Sense And Sensibility,12,3
Carrington,2,0
Land And Freedom,1,0
The  Postman (Il Postino),1,1
Braveheart,8,4
Apollo 13,5,2
Restoration,1,0
The Usual Suspects,3,2
John Schlesinger,6,4
Ronald Neame,3,1
Les Miserables,1,0
Queen Margot (La Reine Margot),1,0
Burnt By The Sun (Utomlyonnye Solntsem),1,0
Ed Wood,2,0
Bullets Over Broadway,1,0
Muriel's Wedding,1,0
Seven,1,0
Mike Leigh,2,1
A Close Shave,1,1
Achilles,1,0
Gogs Ogof,1,0
The Tickler Talks,1,0
It's Not Unusual,1,1
Cabbage,1,0
Hello Hello Hello,1,0
The Last Post,2,0
Goldeneye,2,0
"Stefen Fangmeier, John Frazier, Walt Conti,  Habib Zargarpour, Tim Alexander",1,1
"Paddy Eason, Mark Nelmes, Dave Alex Riddett",1,0
"Rob Hodgson, Leo Lo, Jonathan F Strylund, Bessie Cheuk, Travis Baumann",1,0
"John Nelson, Tim Burke, Rob Harvey, Neil Corbould",1,0
"Kent Houston, Tricia Ashford, Neil Corbould, Paul Docherty, Dion Hatch",1,0
Jamie Bell,2,1
Russell Crowe,1,0
Geoffrey Rush,1,0
Benicio Del Toro,2,1
Gary Lewis,1,0
Joaquin Phoenix,2,1
Oliver Reed,1,0
Juliette Binoche,1,0
Kate Hudson,1,0
Hilary Swank,1,0
Michelle Yeoh,1,0
Frances McDormand,2,1
Lena Olin,1,0
Zhang Ziyi,1,0
Chocolat,8,0
High Fidelity,1,0
"Crouching Tiger, Hidden Dragon (Wo Hu Cang Long)",14,4
Wonder Boys,2,0
Billy Elliot,13,3
Chicken Run,2,0
The House Of Mirth,2,0
Last Resort,1,0
Sexy Beast,1,0
Almost Famous,6,2
Gladiator,15,5
O Brother Where Art Thou?,4,0
Pawel Pawlikowski,2,1
Simon Cellan-Jones,1,0
Mark Crowdy,1,0
Stephen Daldry,2,0
Lee Hall,2,0
Quills,4,0
Erin Brockovich,6,1
In The Mood For Love (Fa Yeung Nin Wa),1,0
The Girl On The Bridge (La Fille Sur Le Pont),1,0
"Harry, He's Here To Help (Harry, Un Ami Qui Vous Veut Du Bien)",1,0
Malena,1,0
The Grinch,1,1
Mary Selway,1,1
Father And Daughter,1,1
Cloud Cover,1,0
Lounge Act,1,0
Six Of One,1,0
Shadowscan,1,1
Going Down,1,0
Je T'Aime John Wayne,1,0
Sweet,1,0
The Perfect Storm,2,1
Guy Green,3,1
Jack Cardiff,1,1
The Big Short,5,1
Brooklyn,6,1
Carol,9,0
Room,2,1
Steve Jobs,3,1
Inside Out,2,1
Minions,1,0
Shaun the Sheep Movie,1,0
Edmond,1,1
Manoman,1,0
Operator,1,1
Elephant,1,0
Mining Poems Or Odes,1,0
Over,1,0
Samuel-613,1,0
The Revenant,8,5
Bridge Of Spies,8,1
Mad Max: Fury Road,7,4
Sicario,3,0
Cinderella,1,0
The Danish Girl,5,0
Alejandro G. Iñárritu,1,1
Adam McKay,2,0
Todd Haynes,1,0
Amy,2,1
Cartel Land,1,0
He Named Me Malala,1,0
Listen To Me Marlon,1,0
Sherpa,1,0
John Boyega,1,1
Taron Egerton,2,0
Dakota Johnson,1,0
Brie Larson,2,1
Bel Powley,1,0
The Martian,6,0
Spotlight,3,1
Wild Tales,1,1
The Assassin,1,0
Force Majeure,1,0
Theeb,2,1
Timbuktu,1,0
Leonardo DiCaprio,2,1
Bryan Cranston,1,0
Eddie Redmayne,1,0
Matt Damon,1,0
Michael Fassbender,1,0
Alicia Vikander,2,0
Cate Blanchett,1,0
Saoirse Ronan,3,0
The Hateful Eight,3,1
Star Wars: The Force Awakens,4,1
Ex Machina,5,0
Angels Costumes,1,1
45 Years,1,0
The Lobster,1,0
"Naji Abu Nowar, Rupert Lloyd",1,1
Alex Garland,2,0
Debbie Tucker Green,1,0
"Sean McAllister, Elhum Shakerifar",1,0
Stephen Fingleton,1,0
Ant-Man,1,0
Mark Rylance,1,1
Christian Bale,2,0
Idris Elba,1,0
Mark Ruffalo,1,0
Jennifer Jason Leigh,1,0
Rooney Mara,1,0
Lion,5,2
Dick Van Dyke,1,0
Hacksaw Ridge,5,1
Hidden Figures,1,0
Nocturnal Animals,9,0
Kubo and the Two Strings,1,1
Finding Dory,1,0
Moana,1,0
Zootropolis,1,0
A Love Story,1,1
The Alan Dimension,1,0
Tough,1,0
Home,1,1
Consumed,1,0
Mouth of Hell,1,0
The Party,1,0
Standby,1,0
La La Land,11,5
Arrival,8,1
Hell or High Water,3,0
Jackie,3,1
Allied,1,0
Fantastic Beasts and Where to Find Them,5,1
Florence Foster Jenkins,4,1
Damien Chazelle,2,1
Denis Villeneuve,2,0
Kenneth Lonergan,2,1
Tom Ford,2,0
13th,1,1
The Beatles: Eight Days A Week - The Touring Years,1,0
The Eagle Huntress,1,0
Notes on Blindness,3,0
Weiner,1,0
Tom Holland,1,1
Laia Costa,1,0
Lucas Hedges,1,0
Ruth Negga,1,0
Anya Taylor-Joy,1,0
Manchester by the Sea,6,2
Mel Brooks,1,1
"I, Daniel Blake",3,1
Moonlight,4,0
Son of Saul,1,1
Dheepan,1,0
Julieta,1,0
Mustang,1,0
Toni Erdmann,1,0
Casey Affleck,1,1
Andrew Garfield,1,0
Jake Gyllenhaal,1,0
Ryan Gosling,1,0
Viggo Mortensen,2,0
Emma Stone,2,1
Amy Adams,2,0
Emily Blunt,1,0
Natalie Portman,1,0
Doctor Strange,3,0
Rogue One: A Star Wars Story,2,0
Curzon,1,1
American Honey,1,0
Denial,1,0
Under the Shadow,1,0
"Babak Anvari, Emily Leo, Oliver Roskill, Lucan Toh",2,1
"Mike Carey , Camille Gatin",1,0
"George Amponsah, Dionne Walker",1,0
"Pete Middleton James Spinney, Jo-Jo Ellison",1,0
"John Donnelly, Ben A. Williams",1,0
"Hail, Caesar!",1,0
Deepwater Horizon,1,0
The Jungle Book,1,1
Dev Patel,1,1
Aaron Taylor-Johnson,1,0
Jeff Bridges,1,0
Mahershala Ali,2,1
Viola Davis,2,1
Hayley Squires,1,0
Michelle Williams,1,0
Naomie Harris,1,0
Call Me by Your Name,4,1
The Death of Stalin,2,0
Film Stars Don't Die in Liverpool,3,0
Molly's Game,1,0
Paddington 2,3,0
Coco,1,1
Loving Vincent,1,0
My Life as a Courgette,1,0
"Three Billboards Outside Ebbing, Missouri",9,5
Darkest Hour,9,2
Dunkirk,8,1
The Shape of Water,12,3
Poles Apart,1,1
Have Heart,1,0
Mamoon,1,0
Cowboy Dave,1,1
Aamir,1,0
A Drowning Man,1,0
Work,1,0
Wren Boys,1,0
Blade Runner 2049,8,2
Phantom Thread,4,1
Beauty and the Beast,2,0
"I, Tonya",5,1
I Am Not Your Negro,1,1
City of Ghosts,1,0
Icarus,1,0
An Inconvenient Sequel,1,0
Jane,1,0
Daniel Kaluuya,2,1
Florence Pugh,2,0
Josh O'Connor,1,0
Tessa Thompson,1,0
Timothée Chalamet,2,0
Baby Driver,2,1
The Handmaiden,1,1
Elle,1,0
First They Killed My Father,1,0
Loveless,1,0
The Salesman,1,0
Margot Robbie,4,0
Sally Hawkins,1,0
Victoria & Abdul,1,0
Wonder,1,0
Get Out,2,0
Lady Bird,3,0
National Film and Television School (NFTS),1,1
God's Own Country,1,0
Lady Macbeth,2,0
I Am Not a Witch,1,1
The Ghoul,1,0
Jawbone,1,0
Kingdom of Us,1,0
Star Wars: The Last Jedi,2,0
War for the Planet of the Apes,1,0
Sam Rockwell,2,1
Christopher Plummer,1,0
Willem Dafoe,1,0
Woody Harrelson,1,0
Allison Janney,1,1
Laurie Metcalf,1,0
Lesley Manville,1,0
Octavia Spencer,1,0
BlacKkKlansman,5,1
Can You Ever Forgive Me?,3,0
First Man,7,0
If Beale Street Could Talk,2,0
Spider-Man: Into The Spider-Verse,1,1
Incredibles 2,1,0
Isle of Dogs,2,0
Roma,7,4
The Favourite,12,7
Green Book,4,1
Roughhouse,1,1
I'm OK,1,0
Marfa,1,0
73 Cows,1,1
"Bachelor, 38",1,0
The Blue Door,1,0
The Field,2,0
Wale,1,0
Bohemian Rhapsody,7,2
Cold War,4,0
The Ballad of Buster Scruggs,1,0
Mary Poppins Returns,3,0
Mary Queen of Scots,3,0
Free Solo,1,1
McQueen,2,0
RBG,1,0
They Shall Not Grow Old,1,0
Three Identical Strangers,1,0
Letitia Wright,1,1
Barry Keoghan,1,0
Cynthia Erivo,1,0
Jessie Buckley,2,0
Lakeith Stanfield,1,0
Vice,6,1
Thelma Schoonmaker,6,3
Capernaum,1,0
Dogman,1,0
Shoplifters,1,0
Rami Malek,1,1
Bradley Cooper,2,0
Steve Coogan,1,0
Olivia Colman,1,1
Lady Gaga,1,0
Melissa McCarthy,1,0
Stan & Ollie,3,0
Elizabeth Karlsen and Stephen Woolley,1,1
Beast,2,1
You Were Never Really Here,1,0
Apostasy,1,0
A Cambodian Spring,1,0
Pili,1,0
Ray & Liz,1,0
Fantastic Beasts: The Crimes of Grindelwald,2,0
Mission: Impossible - Fallout,1,0
A Quiet Place,1,0
Black Panther,1,1
Avengers: Infinity War,1,0
Ready Player One,1,0
Adam Driver,2,0
Richard E. Grant,1,0
Timothee Chalamet,1,0
Rachel Weisz,1,1
Claire Foy,1,0
Jojo Rabbit,6,1
The Irishman,10,0
Joker,11,3
The Two Popes,5,0
Klaus,1,1
Frozen 2,1,0
A Shaun The Sheep Movie: Farmageddon,1,0
Toy Story 4,1,0
1917,9,7
Once Upon a Time.. in Hollywood,10,1
Parasite,4,2
Grandad Was A Romantic,1,1
In Her Boots,1,0
The Magic Boat,1,0
Learning To Skateboard In A Warzone (If You're A Girl),1,1
Azaar,1,0
Goldfish,1,0
Kamali,1,0
The Trap,1,0
Marriage Story,5,1
The Personal History Of David Copperfield,1,0
Le Mans '66,3,1
The Lighthouse,1,0
Judy,3,1
For Sama,4,1
American Factory,1,0
Apollo 11,1,0
Diego Maradona,1,0
The Great Hack,1,0
Micheal Ward,1,1
Awkwafina,1,0
Jack Lowden,1,0
Kaitlyn Dever,1,0
Kelvin Harrison Jr.,1,0
Kathleen Kennedy,1,1
The Farewell,1,0
Pain And Glory,1,0
Portrait Of A Lady On Fire,1,0
Renée Zellweger,1,1
Scarlett Johansson,2,0
Charlize Theron,1,0
Bombshell,3,1
Rocketman,4,0
Star Wars: The Rise Of Skywalker,3,0
Booksmart,1,0
Knives Out,1,0
Bait,2,1
Sorry We Missed You,1,0
Maiden,1,0
Only You,1,0
Retablo,1,0
Avengers: Endgame,1,0
Brad Pitt,1,1
,0.0,0.0
The Sound Barrier,5,3
Mandy,6,0
The Pickwick Papers,1,0
Carrie,2,0
Folly To Be Wise,1,0
A Streetcar Named Desire,2,1
I Believe In You,1,0
"Viva, Zapata!",2,1
The African Queen,3,0
God Needs Men (Dieu A Besoin Des Hommes),1,0
Miracle in Milan (Miracolo A Milano),1,0
Death Of A Salesman,2,0
Golden Helmet (Casque D'Or),2,1
Olivia,1,0
Pat And Mike,1,0
The Marrying Kind,1,0
The Strange Ones  (Les Enfants Terribles),1,0
Limelight,2,1
The Importance Of Being Earnest,1,0
Julius Caesar,3,2
The Cruel Sea,3,0
The Heart of the Matter,1,0
The Kidnappers,3,0
Genevieve,3,1
Roman Holiday,4,1
The Captain's Paradise,1,0
Thomas Stobart,1,1
Shane,2,0
Diary Of A Country Priest (Journal D'Un Curé De Campagne),1,0
We Are All Murderers (Nous Sommes Tous Des Assassins),2,0
The Actress,1,0
Lili,2,1
"Come Back, Little Sheba",2,0
The Medium,2,0
The Heart Of The Matter,3,0
Trouble In Store,1,1
Moulin Rouge,3,0
Doctor In The House,4,1
The Purple Plain,4,0
Lease Of Life,1,0
Hobson's Choice,5,1
Carrington VC,5,0
Svengali,1,0
The Divided Heart,6,3
Sabrina Fair,1,0
"George Tabori, Robin Estridge",1,1
Jack Whittingham,2,0
Nicholas Phipps,1,0
"David Lean, Norman Spencer, Wynyard Browne",1,0
"Hugh Mills, René Clément",1,0
William Rose,4,1
Eric Ambler,2,0
Renato Castellani,1,0
On The Waterfront,1,1
Riot In Cell Block 11,2,0
The Caine Mutiny,2,0
Executive Suite,2,0
The Glenn Miller Story,1,0
About Mrs Leslie,1,0
Phffft,1,0
Dial M For Murder,1,0
"Bread, Love And Dreams (Pane, Amore E Fantasia)",2,0
The Young Lovers,4,2
The Moon is Blue,1,0
On the Waterfront,2,0
Richard III,3,3
The Bespoke Overcoat,2,1
The Prisoner,5,0
A Kid For Two Farthings,1,0
The Deep Blue Sea,2,0
The Night My Number Came Up,4,0
The Ladykillers,4,2
Touch And Go,2,0
The End Of The Affair,1,0
Cast A Dark Shadow,1,0
"Sidney Gilliat, Val Valentine",1,0
RC Sherriff,2,0
Terence Rattigan,2,0
"Nicholas Phipps, Jack Davies",1,0
Bridget Boland,1,0
John Baines,1,0
Marty,3,2
East Of Eden,3,0
Mister Roberts,1,0
Seven Samurai (Shichinin No Samurai),2,0
Not as a Stranger,1,0
Carmen Jones,2,0
A Star Is Born,10,1
I Am A Camera,1,0
Summer Madness,2,0
The Country Girl,1,0
The Road (La Strada),1,0
The Seven Year Itch,1,0
That Lady,1,1
A Town Like Alice,5,2
The Long Arm,1,0
Reach For The Sky,6,2
War And Peace,3,0
Nigel Balchin,1,1
"Michael Powell, Emeric Pressburger",1,0
"Sidney Gilliat, Frank Launder",1,0
"Frank Harvey, John Boulting",1,0
Lewis Gilbert,5,2
"Moore Raymond, Anthony Kimmins",1,0
"Hubert Gregg, Vernon Harris",1,0
"WP Lipscomb, Richard Mason",1,0
"John Cresswell, Joan Henry",1,0
Gervaise,3,2
Smiles Of A Summer Night (Sommarnattens Leende),3,0
Rebel Without A Cause,2,0
The  Unfrocked One (Le Défroqué),1,0
Picnic,4,0
Baby Doll,4,1
The Man With The Golden Arm,2,0
The Mountain,1,0
The Rose Tattoo,2,1
Bhowhani Junction,1,0
I'll Cry Tomorrow,1,0
The Trouble With Harry,2,0
Guys And Dolls,2,0
The Man Who Never Was,4,1
Bus Stop,1,0
Patterns Of Power,1,0
The Bridge On The River Kwai,4,4
Windom's Way,4,0
Manuela,1,0
The Prince And The Showgirl,5,0
Time Without Pity,1,0
The Story Of Esther Costello,2,1
Tea and Sympathy,1,0
Woman In A Dressing Gown,2,0
Pierre Boulle,1,1
Arthur Laurents,2,0
"John Kruse, C Raker Endfield",1,0
"William Rose, John Eldridge",2,0
Charles Kaufman,1,0
Jill Craigie,1,0
Ted Willis,3,0
Twelve Angry Men,2,1
Time Limit,1,0
The Gates Of Paris (Porte Des Lilas),2,0
The Sweet Smell of Success,1,0
Pig Across Paris (La Traversée De Paris),1,0
"Heaven Knows, Mr Allison",2,0
A Man Is Ten Feet Tall,2,0
The Great Man,1,0
The Witches Of Salem (Les Sorcières De Salem),1,1
That Night,2,0
The Rainmaker,1,0
Is Anna Anderson Anastasia? (Anastasia - Die Letzte Zarentochter),1,0
A Hatful Of Rain,1,0
The Three Faces Of Eve,1,0
Brothers In Law,1,1
The Witches Of Salem ( Les Sorcières De Salem),1,0
True As A Turtle,2,0
The Young Stranger,1,0
The Key,2,1
Sea Of Sand,3,0
Room At The Top,7,3
Harry Black,1,0
Ice Cold In Alex,4,0
Tom Thumb,1,0
Orders To Kill,4,2
The Unvanquished (Aparajito),2,0
Carve Her Name With Pride,1,0
Paul Dehn,2,1
Vernon Harris,1,0
TJ Morrison,1,0
Norman Krasna,1,0
Isobel Lennart,1,0
Carl Foreman,2,0
Alun Falconer,1,0
James Kennaway,2,0
The Defiant Ones,4,2
The Young Lions,2,0
The Sheepman,2,0
The Enemy Below/The Inn Of The Sixth Happiness,1,0
Witness For The Prosecution,1,0
Cat On A Hot Tin Roof,2,0
Wild Strawberries (Smultronstället),2,0
The Last Hurrah,1,0
The Inn Of The Sixth Happiness,1,0
Wild Is The Wind,1,0
Cabiria (Le Notti Di Cabiria),2,0
The Cranes Are Flying (Letyat Zhuravli),2,0
Cat on a Hot Tin Roof,1,0
No Down Payment,2,0
Sayonara,1,0
Canal (Kanal),1,0
Camp On Blood Island,1,0
Nowhere To Go,1,0
What Lola Wants,1,0
Ernest Pintoff,2,1
"Walerian Borowczyk, Jan Lenica",1,0
"Norman McLaren, Evelyn Lambert",1,0
I'm All Right Jack,1,1
Yesterday's Enemy,4,0
Look Back In Anger,4,0
The Nun's Story,5,1
Expresso Bongo,2,0
The Devil's Disciple,1,0
Separate Tables,1,0
Sapphire,4,1
No Trees In The Street,2,0
The Horse's Mouth,2,0
Basil Dearden,2,1
Tony Richardson,2,0
J Lee Thompson,4,0
Val Guest,3,0
"Frank Harvey, John Boulting, Alan Hackney",1,1
"Ben Barzman, Millard Lampell",1,0
Wolf Mankowitz,3,0
Alec Guinness,5,2
Nigel Kneale,1,0
Robin Estridge,1,0
Janet Green,1,0
"John Hawkesworth, Shelley Smith",1,0
William Wyler,2,1
Otto Preminger,1,0
Ingmar Bergman,2,1
Richard Fleischer,1,0
Vincente Minnelli,1,0
Jean Delannoy,1,0
Fred Zinnemann,7,3
Andrzej Wajda,2,1
Billy Wilder,3,2
Some Like It Hot,2,1
Ashes And Diamonds (Popiól I Diament),2,0
Maigret Sets A Trap (Maigret Tend Un Piège),3,0
Living (Ikiru),1,0
Anatomy Of A Murder,3,0
Ask Any Girl,1,1
On The Beach,2,1
I Want To Live,1,0
A Matter Of Dignity,1,0
Auntie Mame,1,0
Tiger Bay,4,1
The Siege Of Pinchgut,1,0
"I'm All Right, Jack",2,1
"Joseph Strick, Sidney Meyers, Ben Maddow",1,1
Richard Cawston,3,1
Karel Reisz,6,1
James Algar,1,0
Winston Hibler,1,1
John Armstrong,4,2
Tom Stobart,1,0
Peter de Normanville,1,0
Ronald H Riley,1,0
Stanley Kramer,3,2
"Roman Kroitor, Colin Low",1,1
Dusan Vukotic,1,0
The Trials Of Oscar Wilde,5,1
The Angry Silence,5,1
Saturday Night And Sunday Morning,6,3
Tunes Of Glory,5,0
The Entertainer,3,0
Sons And Lovers,1,0
Pollyanna,1,0
Guy Green,3,1
Ken Hughes,3,0
Ronald Neame,3,1
Bryan Forbes,5,1
Howard Clewes,1,0
"John Osborne, Nigel Kneale",1,0
Alan Sillitoe,1,0
"Roger MacDougall, Guy Hamilton, Ivan Foxwell",1,0
Michelangelo Antonioni,2,0
Federico Fellini,2,1
Richard Brooks,1,0
Alain Resnais,3,1
George Cukor,2,1
Jules Dassin,1,0
Marcel Camus,1,0
François Truffaut,3,1
John Cassavetes,2,0
Stanley Kubrick,6,1
Jean Cocteau,1,0
The Apartment,3,3
Crime And Punishment USA,1,0
Elmer Gantry,3,0
Inherit The Wind,3,0
Let's Make Love,2,0
Never On A Sunday,2,0
"Hiroshima, My Love (Hiroshima, Mon Amour)",3,1
The Adventure (L'Avventura),2,0
Shadows,4,0
The Four Hundred Blows (Les Quatre Cents Coups),2,0
Home From The Hill,1,0
Hell Is A City,2,0
Peter Baylis,1,1
John Krish,2,0
Hilary Harris,1,0
Fred Moore,1,1
Bill Mason,3,1
Michael Ricketts,1,0
Michael Clarke,1,0
No Love For Johnnie,1,1
Victim,2,0
A Taste Of Honey,6,4
The Sundowners,3,0
Whistle Down The Wind,4,0
"Wolf Mankowitz, Val Guest",1,1
"Shelagh Delaney, Tony Richardson",1,1
"Janet Green, John McCormick",1,0
"Keith Waterhouse, Willis Hall",2,0
The Hustler,3,2
Judgment At Nuremberg,3,0
Ballad Of A Soldier (Ballada O Soldate),2,1
The Night Watch (Le Trou),2,0
A Raisin In The Sun,2,0
The Best Of Enemies,2,0
Two Women,1,1
Rocco And His Brothers (Rocco E I Suoi Fratelli),2,0
Breathless,1,0
The Rebel,1,0
John Schlesinger,6,4
Lawrence Of Arabia,5,4
The Dock Brief,1,0
A Kind Of Loving,4,0
Lolita,1,0
Term Of Trial,2,0
Only Two Can Play,4,0
The L-Shaped Room,3,1
The Wild And The Willing,1,0
Life For Ruth,1,0
Robert Bolt,3,2
"Peter Ustinov, DeWitt Bodeen",1,0
"Willis Hall, Keith Waterhouse",1,0
"Geoffrey Cotterell, Ivan Foxwell",1,0
The Birdman Of Alcatraz,1,1
"Leon Morin, Priest",1,0
Accattone,1,0
Lonely Are The Brave,1,0
Light In The Piazza,1,0
Advise And Consent,1,0
Billy Budd,5,0
The Long Absence,1,0
The Miracle Worker,2,1
Lois,1,0
Through A Glass Darkly (Såsom I En Spegel),2,0
Phaedra,2,0
Jules Et Jim,2,0
Sweet Bird Of Youth,1,0
Splendour In The Grass,1,0
The Loneliness Of The Long Distance Runner,1,1
Guns In The Afternoon,1,0
"Live Now, Pay Later",1,0
The Servant,8,3
Billy Liar,6,0
Tom Jones,6,3
This Sporting Life,5,1
Sparrows Can't Sing,1,0
Douglas Slocombe,11,4
Denys Coop,3,0
Max Greene,1,0
Gerald Gibbs,1,0
Christopher Challis,4,1
Ted Moore,2,2
Arthur Ibbetson,2,0
Robert Krasker,1,0
Erwin Hillier,1,0
Jack Asher,1,0
Geoffrey Unsworth,7,4
Jack Hildyard,3,0
John Osborne,1,1
Harold Pinter,7,2
David Storey,1,0
"Divorce, Italian Style (Divorzio All'Italiana)",3,1
David And Lisa,4,0
Days Of Wine And Roses,3,0
Hud,3,1
To Kill A Mockingbird,2,0
Whatever Happened To Baby Jane?,2,0
Guns At Batasi/Séance On A Wet Afternoon,1,1
King And Country,4,0
Becket,7,3
Dr Strangelove/The Pink Panther,1,0
Charade,2,1
The Chalk Garden,4,0
Girl With Green Eyes,2,0
Ken Adam,9,2
Maurice Carter,3,0
Richard Macdonald,1,0
Edward Marshall,3,0
John Bryan,1,1
Carmen Dillon,4,0
Ernest Archer,1,0
Oswald Morris,6,3
Gerry Turpin,3,2
Nicolas Roeg,3,0
Frederick A Young,1,0
Motley,1,1
Beatrice Dawson,3,0
Julie Harris,6,1
Margaret Furse,5,1
Anthony Mendleson,4,2
Edward Anhalt,1,0
"Stanley Kubrick, Peter George, Terry Southern",1,0
"Yesterday, Today And Tomorrow (Ieri, Oggi, Domani)",1,1
Dr Strangelove,6,4
Lilies Of The Field,2,0
The Pumpkin Eater,7,4
The Night Of The Iguana,1,0
Irma La Douce/What A Way To Go,1,0
Séance On A Wet Afternoon,3,0
Mary Poppins,1,1
The Carpetbaggers,1,0
A Hard Day's Night,1,0
"Vera Linnecar, Nancy Hanna, Keith Learner",1,1
Beryl Stevens,1,0
John Halas,3,0
Harold Whitaker,1,0
Darling,6,4
The Hill,6,1
The Ipcress File,5,3
My Fair Lady,2,1
The Americanisation Of Emily/The Sound Of Music,1,0
Young Cassidy,2,0
The Knack,6,0
Ray Simm,2,1
Arthur Lawson,1,0
Herbert Smith,1,0
Alex Vetchinsky,1,0
Geoffrey Drake,1,0
Tom Morahan,1,0
Ken Higgins,2,0
David Watkin,8,1
Gilbert Taylor,2,0
Otto Heller,2,1
FA Young,1,0
"Osbert Lancaster, Dinah Greet",1,1
"Elizabeth Haffenden, Joan Bridge",3,1
Sidney J Furie,1,1
Sidney Lumet,8,0
Richard Lester,2,0
Frederic Raphael,2,1
Ray Rigby,1,0
"Bill Canaway, James Doran",1,0
Charles Wood,1,0
Grigori Kozintsev,1,0
Michael Cacoyannis,2,0
The Killers/Cat Ballou,1,1
Good Neighbour Sam/How To Murder Your Wife,1,0
Zorba The Greek,4,0
Hamlet (Gamlet),2,0
Ship Of Fools,2,0
In Harm's Way,1,1
Cat Ballou,2,0
Four In The Morning,1,1
Catch Us If You Can,1,0
Kon Ichikawa,2,2
Max Morgan-Witts,1,0
Michael Grigsby,1,0
"Roman Kroiter, Wolf Koenig",1,0
Don Higgins,2,1
Roger Graef,1,0
Jean-Claude Labrecque,1,0
Derek Williams,6,4
The Spy Who Came In From The Cold/Who's Afraid Of Virginia Woolf?,1,1
Alfie,6,1
The Wrong Box/Dr Zhivago/Khartoum,1,0
Morgan - A Suitable Case For Treatment,6,2
Who's Afraid Of Virginia Woolf?,2,2
Dr Zhivago/Fahrenheit 451,1,0
Georgy Girl,4,0
Tambi Larsen,1,1
Don Ashton,2,1
Tony Woollard,2,0
Wilfrid Shingleton,1,1
John Howell,1,0
Christian Dior,1,0
John Furniss,2,0
Nicholas Georgidis,1,0
Martin Ritt,2,1
Silvio Narizzano,1,0
David Mercer,1,1
Bill Naughton,1,0
"Kevin Brownlow, Andrew Mollo",1,0
Tom Priestley,2,1
Thelma Connell,1,0
Freddie Wilson,2,0
Mike Nichols,3,3
David Lean,4,1
The Pawnbroker,2,1
Pierrot Le Fou,1,0
A Patch Of Blue,1,0
The Spy Who Came In From The Cold,5,3
Viva Maria,2,1
The Group,1,0
The Sleeping Car Murder,1,0
"The Russians Are Coming, The Russians Are Coming",2,0
Othello,1,0
The Blue Max,4,1
"Abidine Dino, Ross Devenish",1,1
John Spotton,1,0
Kevin Billington,1,0
Peter Watkins,2,2
Alan Pendry,2,1
Richard Taylor,2,0
Hugh Hudson,2,0
Robert Parker,1,1
Michael Crosfield,2,0
Richard Need,1,0
Norman Jewison,3,1
Jo Menell,1,0
René Jodoin,1,1
Bill Sewell,1,0
Grant Munro,1,0
A Man For All Seasons,7,7
Accident/Our Mother's House,1,0
The Taming Of The Shrew,2,0
The Deadly Affair,5,0
The Whisperers,2,2
Ulysses,3,0
John Box,7,4
Assheton Gorton,2,0
Raoul Coutard,1,0
Wolfgang Suschitzky,1,0
Carlo Di Palma,1,0
Freddie Young,4,2
